CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus
50335,0,14,Computer,1,8,UPI,Female,3,4,Laptop & Accessory,3,Single
50336,0,0,Phone,3,35,Credit Card,Male,2,3,Laptop & Accessory,3,Married
50337,0,8,Phone,3,6,Credit Card,Female,3,3,Laptop & Accessory,3,Single
50338,0,7,Mobile Phone,3,27,Debit Card,Male,3,2,Laptop & Accessory,2,Single
50339,1,0,Phone,1,,COD,Male,3,5,Mobile,2,Single
50340,0,10,Mobile Phone,1,6,COD,Female,2,3,Fashion,2,Single
50341,0,19,Computer,1,24,Credit Card,Female,2,3,Fashion,3,Divorced
50342,0,14,Mobile Phone,3,8,Debit Card,Female,3,3,Grocery,5,Divorced
50343,0,10,Computer,3,15,Credit Card,Male,3,3,Fashion,4,Married
50344,0,25,Mobile Phone,1,12,COD,Male,3,3,Laptop & Accessory,5,Married
50345,1,0,Computer,3,17,UPI,Male,2,2,Laptop & Accessory,3,Divorced
50346,0,0,Computer,3,,CC,Male,2,3,Mobile,2,Divorced
50347,0,11,Mobile Phone,1,16,Credit Card,Female,3,3,Laptop & Accessory,3,Divorced
50348,0,10,Mobile Phone,1,6,Debit Card,Female,3,3,Laptop & Accessory,4,Divorced
50349,0,22,Mobile Phone,1,24,Debit Card,Male,2,4,Others,3,Married
50350,0,0,Phone,1,29,CC,Male,,2,Mobile,2,Divorced
50351,0,0,Mobile Phone,3,34,E wallet,Male,3,3,Laptop & Accessory,4,Divorced
50352,0,,Phone,1,23,UPI,Male,3,4,Mobile,4,Divorced
50353,0,23,Computer,2,9,Credit Card,Male,2,3,Others,4,Divorced
50354,0,,Phone,3,19,CC,Male,2,3,Mobile,3,Divorced
50355,1,0,Computer,1,13,Debit Card,Female,,3,Mobile,3,Divorced
50356,1,,Computer,3,18,Debit Card,Male,3,4,Mobile,5,Divorced
50357,0,7,Phone,1,6,Debit Card,Male,2,4,Mobile Phone,2,Divorced
50358,1,0,Phone,3,19,Credit Card,Male,2,3,Laptop & Accessory,5,Married
50359,0,8,Phone,1,31,UPI,Male,2,4,Laptop & Accessory,2,Single
50360,0,4,Mobile Phone,3,12,Credit Card,Male,3,2,Laptop & Accessory,2,Married
50361,0,,Phone,1,12,CC,Female,3,4,Mobile,3,Married
50362,0,10,Mobile Phone,3,8,E wallet,Male,3,3,Laptop & Accessory,3,Divorced
50363,0,0,Phone,1,6,Debit Card,Female,,4,Mobile,4,Single
50364,0,15,Phone,1,8,Debit Card,Female,2,3,Laptop & Accessory,2,Divorced
50365,0,16,Mobile Phone,1,12,UPI,Male,2,4,Grocery,2,Married
50366,0,11,Phone,1,,Debit Card,Female,2,3,Mobile,5,Single
50367,0,16,Computer,1,15,Credit Card,Male,3,3,Laptop & Accessory,3,Married
50368,0,21,Mobile Phone,1,6,Debit Card,Female,2,4,Grocery,5,Divorced
50369,0,17,Mobile Phone,2,6,Debit Card,Female,2,4,Laptop & Accessory,3,Single
50370,0,7,Phone,3,,COD,Female,2,3,Mobile,3,Married
50371,1,0,Phone,3,8,E wallet,Male,,3,Mobile,5,Married
50372,0,0,Phone,3,28,COD,Male,2,3,Mobile,3,Single
50373,0,17,Mobile Phone,1,9,UPI,Male,2,3,Others,2,Divorced
50374,0,0,Phone,1,12,CC,Male,,3,Mobile,3,Divorced
50375,0,6,Mobile Phone,3,14,E wallet,Male,2,3,Laptop & Accessory,3,Married
50376,0,5,Mobile Phone,1,15,Debit Card,Female,3,3,Laptop & Accessory,2,Divorced
50377,0,,Computer,1,9,CC,Female,3,3,Mobile,3,Married
50378,0,26,Mobile Phone,3,6,Credit Card,Female,2,3,Laptop & Accessory,5,Single
50379,0,7,Phone,1,6,Debit Card,Male,,3,Mobile,2,Divorced
50380,1,8,Computer,3,32,Debit Card,Female,3,3,Laptop & Accessory,5,Divorced
50381,0,0,Phone,1,12,Debit Card,Female,3,3,Mobile,2,Divorced
50382,0,10,Mobile Phone,1,9,UPI,Male,2,3,Fashion,3,Divorced
50383,0,2,Mobile Phone,3,9,Credit Card,Female,3,3,Laptop & Accessory,3,Divorced
50384,0,8,Mobile Phone,1,12,Debit Card,Male,2,5,Laptop & Accessory,2,Single
50385,0,6,Computer,1,12,Debit Card,Male,1,3,Laptop & Accessory,2,Married
50386,0,27,Mobile Phone,2,25,Credit Card,Male,2,3,Fashion,4,Divorced
50387,0,9,Mobile Phone,1,15,Credit Card,Male,2,4,Laptop & Accessory,4,Married
50388,0,,Phone,1,9,CC,Male,2,4,Mobile,2,Single
50389,1,0,Mobile Phone,1,16,Credit Card,Male,2,3,Mobile Phone,3,Single
50390,1,0,Computer,1,9,Debit Card,Male,3,3,Mobile,5,Single
50391,0,,Computer,1,9,Debit Card,Male,2,4,Mobile Phone,3,Divorced
50392,0,0,Phone,1,10,CC,Male,,2,Mobile,5,Divorced
50393,0,0,Phone,3,14,Debit Card,Male,2,2,Laptop & Accessory,4,Divorced
50394,0,11,Phone,3,13,E wallet,Female,2,4,Laptop & Accessory,2,Single
50395,0,2,Computer,1,6,Debit Card,Male,,5,Mobile,2,Married
50396,0,21,Mobile Phone,3,8,E wallet,Male,2,2,Laptop & Accessory,4,Divorced
50397,0,0,Computer,3,9,Credit Card,Female,3,2,Laptop & Accessory,2,Married
50398,0,10,Phone,1,16,Debit Card,Male,3,2,Mobile Phone,2,Single
50399,0,23,Phone,1,34,CC,Male,3,2,Mobile,3,Divorced
50400,0,7,Mobile Phone,1,15,Credit Card,Female,2,4,Fashion,4,Single
50401,1,0,Phone,3,9,Debit Card,Female,3,3,Laptop & Accessory,3,Single
50402,0,12,Phone,1,8,COD,Female,3,4,Laptop & Accessory,3,Single
50403,0,5,Mobile Phone,3,16,E wallet,Male,2,3,Laptop & Accessory,2,Single
50404,1,13,Computer,3,14,COD,Male,2,3,Laptop & Accessory,3,Divorced
50405,0,11,Mobile Phone,1,6,Debit Card,Female,2,2,Laptop & Accessory,2,Single
50406,0,0,Mobile Phone,1,6,Debit Card,Female,3,3,Fashion,5,Divorced
50407,0,5,Mobile Phone,1,9,Debit Card,Female,2,3,Fashion,2,Single
50408,0,20,Mobile Phone,3,20,E wallet,Male,2,3,Laptop & Accessory,5,Single
50409,0,13,Computer,3,11,Debit Card,Male,2,4,Fashion,5,Divorced
50410,0,26,Mobile Phone,1,13,Debit Card,Male,2,2,Grocery,3,Divorced
50411,0,14,Mobile Phone,2,16,UPI,Male,3,4,Others,2,Married
50412,0,30,Mobile Phone,3,22,E wallet,Male,2,3,Laptop & Accessory,5,Single
50413,0,0,Computer,1,16,Debit Card,Male,2,3,Fashion,5,Married
50414,0,14,Mobile Phone,2,6,UPI,Male,2,4,Others,3,Divorced
50415,0,23,Phone,3,14,E wallet,Male,2,3,Mobile Phone,4,Divorced
50416,1,,Phone,1,6,Debit Card,Female,3,5,Mobile,4,Single
50417,0,9,Computer,1,14,Debit Card,Female,3,2,Fashion,5,Divorced
50418,0,11,Mobile Phone,1,6,Debit Card,Female,2,3,Fashion,3,Single
50419,0,17,Computer,1,30,Credit Card,Male,2,5,Mobile Phone,3,Single
50420,0,20,Computer,3,9,Credit Card,Female,2,3,Grocery,3,Married
50421,0,3,Mobile Phone,3,33,E wallet,Male,2,3,Laptop & Accessory,2,Married
50422,0,2,Phone,3,,Debit Card,Male,2,3,Mobile,3,Single
50423,1,5,Computer,1,25,CC,Male,,2,Mobile,3,Married
50424,0,16,Computer,3,21,Debit Card,Male,2,4,Laptop & Accessory,2,Divorced
50425,0,7,Mobile Phone,1,14,Credit Card,Female,3,3,Laptop & Accessory,3,Single
50426,0,0,Phone,1,,CC,Male,2,3,Mobile,5,Divorced
50427,0,12,Mobile Phone,2,9,UPI,Female,2,2,Laptop & Accessory,4,Divorced
50428,0,29,Mobile Phone,1,15,Credit Card,Male,2,3,Grocery,2,Divorced
50429,0,13,Phone,1,,CC,Female,2,4,Mobile,2,Single
50430,0,0,Mobile Phone,1,13,Credit Card,Female,2,4,Laptop & Accessory,5,Single
50431,0,,Phone,3,16,E wallet,Male,2,3,Mobile,4,Married
50432,0,26,Phone,1,,Debit Card,Male,2,3,Laptop & Accessory,2,Single
50433,0,8,Computer,1,8,Debit Card,Female,3,3,Laptop & Accessory,5,Married
50434,0,5,Computer,1,30,Debit Card,Male,3,3,Laptop & Accessory,2,Divorced
50435,0,11,Phone,1,8,CC,Male,,3,Mobile,3,Divorced
50436,0,7,Mobile Phone,1,14,Debit Card,Female,2,3,Laptop & Accessory,5,Married
50437,0,25,Mobile Phone,3,9,E wallet,Male,2,4,Grocery,5,Divorced
50438,1,0,Phone,1,6,UPI,Male,,3,Mobile,2,Single
50439,0,0,Mobile Phone,3,32,Credit Card,Female,2,3,Laptop & Accessory,2,Single
50440,0,18,Mobile Phone,3,8,COD,Male,2,5,Laptop & Accessory,3,Single
50441,0,0,Phone,1,16,Credit Card,Male,3,2,Mobile,3,Single
50442,1,10,Computer,3,33,Debit Card,Female,3,1,Laptop & Accessory,3,Single
50443,0,7,Mobile Phone,3,8,UPI,Male,2,3,Laptop & Accessory,2,Single
50444,1,18,Mobile Phone,1,8,Credit Card,Male,3,3,Others,5,Divorced
50445,0,9,Computer,3,14,Debit Card,Male,3,4,Fashion,5,Single
50446,0,25,Computer,1,25,Credit Card,Male,2,3,Mobile Phone,2,Divorced
50447,0,0,Computer,1,6,Debit Card,Female,3,5,Mobile Phone,2,Married
50448,0,2,Phone,1,33,Credit Card,Female,3,3,Laptop & Accessory,3,Divorced
50449,1,0,Mobile Phone,3,14,COD,Male,2,4,Laptop & Accessory,5,Single
50450,0,7,Phone,1,6,Debit Card,Female,3,1,Mobile,2,Single
50451,0,27,Mobile Phone,1,25,Credit Card,Female,3,3,Laptop & Accessory,5,Married
50452,0,2,Computer,3,5,E wallet,Male,2,3,Laptop & Accessory,2,Divorced
50453,0,10,Phone,1,16,Debit Card,Female,,3,Mobile,5,Married
50454,0,11,Computer,1,8,Debit Card,Female,3,1,Laptop & Accessory,5,Single
50455,0,7,Phone,1,8,Credit Card,Female,2,4,Mobile Phone,5,Single
50456,0,8,Phone,3,,Debit Card,Female,3,3,Mobile,2,Divorced
50457,0,3,Phone,1,6,Debit Card,Male,2,5,Mobile Phone,3,Divorced
50458,0,13,Computer,1,8,Credit Card,Female,2,1,Laptop & Accessory,4,Divorced
50459,0,7,Mobile Phone,3,14,Debit Card,Female,3,3,Laptop & Accessory,5,Divorced
50460,0,15,Computer,1,14,Debit Card,Male,3,3,Others,2,Married
50461,1,,Mobile Phone,1,12,Debit Card,Male,3,1,Mobile Phone,5,Divorced
50462,0,0,Computer,1,15,Debit Card,Male,,4,Mobile,4,Married
50463,0,25,Phone,1,17,Debit Card,Female,,3,Laptop & Accessory,3,Divorced
50464,0,23,Mobile Phone,1,8,Credit Card,Male,3,3,Grocery,3,Divorced
50465,1,0,Phone,1,,Debit Card,Female,2,4,Mobile,5,Divorced
50466,0,6,Mobile Phone,1,13,Credit Card,Male,2,3,Fashion,3,Divorced
50467,1,0,Mobile Phone,3,22,E wallet,Female,3,3,Laptop & Accessory,5,Single
50468,0,20,Mobile Phone,1,8,UPI,Female,2,3,Grocery,2,Divorced
50469,0,9,Mobile Phone,1,6,UPI,Female,2,3,Laptop & Accessory,4,Divorced
50470,0,2,Phone,1,29,Debit Card,Male,,1,Mobile,3,Divorced
50471,1,20,Mobile Phone,1,8,Debit Card,Male,2,3,Others,4,Single
50472,0,8,Phone,1,,Debit Card,Female,2,1,Mobile,3,Single
50473,0,15,Mobile Phone,1,6,Debit Card,Female,2,4,Laptop & Accessory,2,Divorced
50474,1,0,Phone,1,8,Credit Card,Male,2,3,Mobile Phone,3,Single
50475,0,,Phone,2,19,UPI,Male,2,3,Mobile,4,Divorced
50476,0,5,Mobile Phone,1,10,Debit Card,Female,3,4,Laptop & Accessory,3,Divorced
50477,0,13,Computer,1,22,Credit Card,Male,2,4,Laptop & Accessory,3,Single
50478,0,3,Mobile Phone,1,8,Credit Card,Female,2,4,Laptop & Accessory,2,Single
50479,0,,Phone,1,8,Debit Card,Female,3,4,Mobile,3,Single
50480,0,15,Phone,1,35,Debit Card,Male,3,3,Laptop & Accessory,4,Divorced
50481,0,11,Computer,1,18,Debit Card,Male,2,4,Laptop & Accessory,5,Married
50482,0,7,Computer,1,,Debit Card,Female,3,4,Mobile,2,Single
50483,1,12,Mobile Phone,3,17,E wallet,Female,2,3,Fashion,2,Divorced
50484,1,18,Mobile Phone,3,8,Credit Card,Male,2,3,Laptop & Accessory,2,Single
50485,0,16,Mobile Phone,1,20,Debit Card,Male,3,3,Grocery,5,Divorced
50486,0,0,Mobile Phone,1,11,Cash on Delivery,Male,2,4,Fashion,2,Married
50487,0,8,Mobile Phone,1,13,UPI,Male,2,3,Fashion,3,Single
50488,0,1,Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,4,Divorced
50489,0,7,Phone,2,9,UPI,Male,2,3,Mobile Phone,2,Divorced
50490,1,0,Computer,1,,CC,Female,2,4,Mobile,3,Divorced
50491,0,,Computer,1,9,Credit Card,Male,2,3,Mobile Phone,2,Divorced
50492,0,24,Mobile Phone,3,32,E wallet,Female,3,3,Grocery,3,Divorced
50493,0,17,Mobile Phone,1,10,Credit Card,Male,2,3,Laptop & Accessory,4,Single
50494,0,0,Phone,1,8,CC,Male,3,1,Mobile,5,Single
50495,0,6,Phone,3,6,Credit Card,Male,2,1,Laptop & Accessory,5,Married
50496,0,8,Phone,1,,CC,Female,2,4,Mobile,5,Single
50497,0,9,Mobile Phone,3,6,Debit Card,Male,2,3,Laptop & Accessory,2,Divorced
50498,0,5,Phone,3,19,Debit Card,Male,3,3,Laptop & Accessory,2,Married
50499,0,3,Computer,1,11,Debit Card,Male,3,4,Mobile Phone,2,Married
50500,0,26,Mobile Phone,3,13,E wallet,Female,3,4,Fashion,2,Divorced
50501,0,18,Mobile Phone,3,15,E wallet,Male,3,3,Fashion,5,Married
50502,0,5,Mobile Phone,1,14,Credit Card,Female,3,1,Laptop & Accessory,3,Divorced
50503,0,25,Computer,1,31,Credit Card,Female,2,4,Grocery,2,Divorced
50504,0,10,Mobile Phone,3,22,E wallet,Male,3,4,Laptop & Accessory,3,Married
50505,0,1,Phone,2,14,Credit Card,Male,3,4,Mobile Phone,2,Married
50506,0,0,Phone,1,6,Debit Card,Male,2,4,Laptop & Accessory,2,Divorced
50507,0,17,Phone,1,14,Debit Card,Male,,1,Mobile,2,Divorced
50508,0,15,Computer,1,,CC,Male,2,3,Mobile,2,Single
50509,0,9,Phone,2,,Debit Card,Male,3,4,Mobile,5,Divorced
50510,0,0,Phone,3,9,UPI,Male,3,3,Laptop & Accessory,5,Divorced
50511,0,8,Mobile Phone,1,15,Debit Card,Female,3,4,Fashion,3,Divorced
50512,1,,Computer,1,31,Debit Card,Female,3,3,Mobile,4,Married
50513,0,5,Computer,1,6,Debit Card,Male,3,3,Mobile,2,Married
50514,0,0,Phone,3,10,E wallet,Male,2,4,Laptop & Accessory,5,Divorced
50515,0,22,Phone,1,6,COD,Female,2,3,Mobile Phone,5,Divorced
50516,0,0,Computer,1,10,Debit Card,Male,,4,Mobile,2,Divorced
50517,0,5,Computer,3,11,Debit Card,Male,2,3,Laptop & Accessory,4,Divorced
50518,0,11,Phone,3,15,E wallet,Male,,4,Mobile,4,Divorced
50519,0,15,Mobile Phone,1,9,Debit Card,Female,3,1,Laptop & Accessory,2,Divorced
50520,0,4,Phone,1,,Debit Card,Male,2,3,Mobile,2,Divorced
50521,1,0,Phone,3,6,CC,Female,,4,Mobile,3,Married
50522,0,26,Mobile Phone,3,14,E wallet,Male,3,3,Grocery,2,Divorced
50523,0,8,Mobile Phone,1,31,Cash on Delivery,Male,3,4,Fashion,4,Divorced
50524,0,10,Computer,3,27,CC,Female,,3,Mobile,2,Divorced
50525,0,26,Mobile Phone,1,29,Debit Card,Female,3,3,Grocery,2,Single
50526,0,16,Computer,1,6,Debit Card,Female,2,3,Laptop & Accessory,2,Divorced
50527,0,20,Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,2,Divorced
50528,0,10,Computer,3,25,Credit Card,Male,2,3,Fashion,4,Single
50529,0,23,Computer,1,8,Debit Card,Male,3,3,Grocery,5,Married
50530,0,12,Mobile Phone,2,8,Debit Card,Female,2,4,Laptop & Accessory,2,Divorced
50531,0,,Phone,2,9,UPI,Male,2,3,Mobile,4,Married
50532,1,0,Phone,1,31,Debit Card,Male,,3,Mobile,2,Single
50533,0,2,Phone,1,,CC,Female,3,4,Mobile,2,Married
50534,0,17,Phone,1,,Debit Card,Male,3,3,Mobile,5,Divorced
50535,0,1,Phone,3,11,Credit Card,Male,3,3,Laptop & Accessory,2,Single
50536,1,20,Computer,1,,Debit Card,Male,2,4,Mobile,2,Married
50537,0,16,Phone,1,14,Debit Card,Female,2,3,Laptop & Accessory,4,Married
50538,1,,Phone,3,8,CC,Female,2,4,Mobile,3,Single
50539,1,0,Phone,1,24,UPI,Female,,3,Mobile,2,Single
50540,0,9,Mobile Phone,1,20,Debit Card,Male,3,3,Laptop & Accessory,2,Divorced
50541,0,20,Phone,3,8,Debit Card,Female,3,4,Mobile,2,Single
50542,1,0,Phone,1,9,Debit Card,Female,2,3,Laptop & Accessory,3,Divorced
50543,1,4,Phone,1,8,Debit Card,Female,,5,Mobile,2,Married
50544,0,1,Phone,1,,CC,Female,3,3,Mobile,3,Married
50545,1,2,Phone,1,,CC,Male,3,3,Mobile,5,Divorced
50546,0,0,Phone,1,,Debit Card,Female,3,3,Mobile,3,Single
50547,0,,Mobile Phone,1,16,Debit Card,Male,2,3,Mobile,4,Married
50548,0,15,Mobile Phone,3,20,Credit Card,Female,3,4,Laptop & Accessory,3,Single
50549,0,6,Phone,1,6,UPI,Male,,4,Mobile,5,Single
50550,0,30,Mobile Phone,1,11,Cash on Delivery,Female,2,4,Fashion,4,Married
50551,0,4,Phone,3,,Debit Card,Male,2,4,Mobile,3,Divorced
50552,0,8,Phone,1,27,Debit Card,Female,2,3,Laptop & Accessory,2,Divorced
50553,0,22,Mobile Phone,1,14,UPI,Female,2,3,Fashion,4,Divorced
50554,0,,Phone,1,26,CC,Male,2,3,Mobile,3,Divorced
50555,0,4,Computer,3,26,E wallet,Female,2,3,Laptop & Accessory,3,Divorced
50556,0,9,Phone,1,13,UPI,Male,3,3,Mobile Phone,2,Single
50557,0,11,Mobile Phone,1,6,Cash on Delivery,Female,3,3,Fashion,5,Divorced
50558,0,5,Computer,1,,Debit Card,Female,3,4,Mobile,4,Divorced
50559,1,0,Phone,3,,E wallet,Male,2,4,Mobile,4,Divorced
50560,0,13,Mobile Phone,3,16,E wallet,Male,3,4,Fashion,4,Married
50561,0,0,Computer,3,6,Credit Card,Male,2,4,Laptop & Accessory,5,Single
50562,0,14,Phone,1,12,Credit Card,Male,2,3,Mobile Phone,5,Single
50563,0,9,Phone,1,,CC,Male,3,3,Mobile,3,Single
50564,1,,Phone,3,27,UPI,Male,2,4,Mobile,4,Single
50565,1,0,Phone,1,10,COD,Male,,3,Mobile,5,Single
50566,0,4,Mobile Phone,1,18,Credit Card,Female,2,3,Laptop & Accessory,2,Divorced
50567,0,13,Computer,1,15,Credit Card,Male,2,3,Mobile Phone,4,Married
50568,0,5,Mobile Phone,1,9,Credit Card,Female,3,3,Laptop & Accessory,5,Divorced
50569,1,0,Mobile Phone,3,9,Debit Card,Male,2,4,Fashion,2,Divorced
50570,0,6,Mobile Phone,1,6,Debit Card,Female,2,4,Laptop & Accessory,2,Single
50571,1,0,Mobile Phone,3,6,Debit Card,Male,2,4,Fashion,3,Divorced
50572,0,18,Computer,1,10,Debit Card,Male,2,3,Laptop & Accessory,4,Divorced
50573,0,,Computer,3,26,Cash on Delivery,Female,2,3,Mobile,2,Divorced
50574,0,8,Phone,3,24,Credit Card,Female,2,3,Laptop & Accessory,3,Divorced
50575,0,25,Mobile Phone,1,6,Debit Card,Male,3,3,Grocery,2,Divorced
50576,1,20,Phone,1,,COD,Male,2,3,Mobile,3,Single
50577,0,26,Mobile Phone,3,8,Credit Card,Male,2,3,Grocery,3,Married
50578,0,3,Mobile Phone,3,14,UPI,Male,3,3,Fashion,3,Married
50579,0,11,Computer,3,16,COD,Female,2,3,Laptop & Accessory,2,Single
50580,0,8,Mobile Phone,3,9,Debit Card,Male,3,3,Fashion,2,Married
50581,0,12,Mobile Phone,3,8,Debit Card,Male,2,1,Fashion,3,Single
50582,1,3,Computer,3,30,Debit Card,Female,3,1,Grocery,4,Single
50583,0,20,Computer,1,22,Credit Card,Male,3,1,Laptop & Accessory,3,Married
50584,0,9,Computer,3,14,COD,Male,2,3,Laptop & Accessory,2,Married
50585,1,0,Computer,1,,CC,Male,2,4,Mobile,5,Single
50586,0,6,Computer,3,23,Debit Card,Male,2,3,Grocery,3,Single
50587,1,0,Phone,1,,Debit Card,Female,3,4,Mobile,5,Single
50588,0,6,Phone,1,19,Debit Card,Female,2,3,Mobile,2,Single
50589,0,,Phone,1,6,CC,Female,3,3,Mobile,2,Married
50590,0,23,Mobile Phone,1,6,Credit Card,Male,3,3,Grocery,2,Married
50591,0,6,Computer,1,6,UPI,Female,2,1,Laptop & Accessory,4,Divorced
50592,0,14,Computer,1,15,Credit Card,Male,3,3,Others,3,Married
50593,0,0,Phone,1,22,COD,Female,,3,Mobile,4,Divorced
50594,0,18,Computer,1,29,Debit Card,Male,2,3,Laptop & Accessory,5,Divorced
50595,0,20,Phone,3,10,Debit Card,Female,2,3,Laptop & Accessory,2,Single
50596,1,,Phone,1,28,Debit Card,Female,2,3,Mobile,3,Divorced
50597,0,23,Mobile Phone,1,30,Debit Card,Male,3,3,Grocery,3,Divorced
50598,0,11,Computer,1,16,CC,Male,,3,Mobile,3,Divorced
50599,0,19,Mobile Phone,1,13,Credit Card,Male,3,3,Fashion,3,Married
50600,0,0,Phone,1,23,Credit Card,Female,2,4,Laptop & Accessory,3,Married
50601,1,0,Phone,1,20,UPI,Male,2,4,Mobile Phone,4,Married
50602,0,4,Computer,1,6,Debit Card,Female,3,3,Laptop & Accessory,5,Divorced
50603,0,0,Computer,1,11,Debit Card,Male,3,3,Mobile Phone,2,Single
50604,0,27,Mobile Phone,1,23,Cash on Delivery,Female,2,3,Fashion,3,Divorced
50605,0,8,Mobile Phone,1,31,Credit Card,Female,2,3,Fashion,3,Married
50606,0,3,Mobile Phone,1,14,Debit Card,Female,3,1,Fashion,5,Divorced
50607,1,0,Phone,1,,CC,Female,3,4,Mobile,5,Single
50608,1,0,Computer,1,,CC,Female,2,3,Mobile,4,Single
50609,0,0,Mobile Phone,1,8,Credit Card,Male,2,1,Laptop & Accessory,2,Divorced
50610,0,0,Phone,1,,Debit Card,Male,3,5,Mobile,5,Divorced
50611,0,21,Phone,1,12,Debit Card,Male,3,4,Laptop & Accessory,3,Single
50612,0,21,Mobile Phone,1,10,Debit Card,Male,3,4,Fashion,3,Single
50613,0,14,Mobile Phone,1,13,Credit Card,Female,2,3,Laptop & Accessory,3,Single
50614,0,12,Mobile Phone,1,6,Debit Card,Female,3,4,Grocery,2,Divorced
50615,0,0,Phone,1,8,Debit Card,Female,2,3,Laptop & Accessory,2,Divorced
50616,0,8,Phone,1,16,UPI,Male,2,3,Mobile Phone,2,Married
50617,0,15,Mobile Phone,3,11,E wallet,Male,2,3,Others,3,Divorced
50618,0,23,Phone,1,,Debit Card,Male,3,3,Mobile,2,Divorced
50619,0,30,Mobile Phone,1,8,Debit Card,Female,3,4,Grocery,2,Single
50620,1,0,Phone,1,17,Credit Card,Female,3,5,Laptop & Accessory,4,Divorced
50621,0,28,Computer,1,24,Credit Card,Male,3,3,Laptop & Accessory,4,Divorced
50622,0,14,Computer,1,13,Debit Card,Female,2,5,Others,3,Married
50623,0,11,Mobile Phone,3,9,Debit Card,Male,2,3,Laptop & Accessory,2,Single
50624,1,0,Computer,3,35,Credit Card,Male,3,5,Laptop & Accessory,5,Single
50625,1,15,Mobile Phone,3,8,E wallet,Female,2,5,Others,2,Divorced
50626,0,17,Mobile Phone,3,34,Credit Card,Female,2,1,Grocery,2,Divorced
50627,0,23,Computer,3,6,Debit Card,Female,3,3,Laptop & Accessory,3,Divorced
50628,1,0,Phone,1,22,Debit Card,Female,,1,Mobile,5,Single
50629,0,12,Computer,1,28,Credit Card,Female,2,3,Fashion,5,Single
50630,0,6,Computer,3,,Debit Card,Female,2,4,Mobile,2,Single
50631,0,18,Mobile Phone,3,17,Debit Card,Female,2,3,Grocery,2,Divorced
50632,0,5,Computer,1,35,Credit Card,Female,3,3,Mobile Phone,3,Single
50633,0,7,Mobile Phone,3,6,E wallet,Male,3,1,Laptop & Accessory,2,Married
50634,0,30,Mobile Phone,3,6,Cash on Delivery,Male,3,3,Fashion,2,Divorced
50635,0,,Phone,2,30,CC,Male,2,3,Mobile,4,Single
50636,0,26,Computer,3,8,E wallet,Female,2,4,Fashion,4,Divorced
50637,1,0,Phone,1,21,UPI,Male,2,3,Laptop & Accessory,3,Married
50638,1,,Computer,1,8,Debit Card,Male,2,3,Mobile,5,Divorced
50639,0,,Phone,3,16,Debit Card,Female,2,3,Mobile,3,Divorced
50640,0,1,Mobile Phone,3,16,Credit Card,Male,3,3,Mobile Phone,4,Divorced
50641,0,11,Computer,1,9,UPI,Male,,3,Mobile,3,Divorced
50642,0,23,Mobile Phone,1,8,Credit Card,Male,3,3,Others,3,Divorced
50643,0,10,Phone,1,9,UPI,Female,2,3,Laptop & Accessory,4,Single
50644,0,13,Mobile Phone,3,32,E wallet,Male,3,3,Laptop & Accessory,5,Divorced
50645,0,,Computer,1,6,CC,Female,3,4,Mobile,3,Married
50646,0,19,Mobile Phone,1,6,Credit Card,Male,2,3,Others,2,Married
50647,0,27,Mobile Phone,3,8,Debit Card,Female,2,4,Fashion,3,Divorced
50648,0,29,Computer,1,15,CC,Female,,3,Mobile,3,Divorced
50649,0,9,Mobile Phone,1,18,Credit Card,Female,2,4,Fashion,2,Single
50650,0,28,Computer,1,8,Credit Card,Male,2,4,Grocery,5,Single
50651,0,16,Mobile Phone,3,31,Credit Card,Male,3,4,Fashion,2,Married
50652,1,0,Computer,3,,E wallet,Female,2,3,Mobile,2,Single
50653,1,,Mobile Phone,1,16,Debit Card,Female,2,4,Mobile Phone,5,Single
50654,0,19,Phone,1,14,Debit Card,Female,3,4,Laptop & Accessory,5,Married
50655,1,14,Phone,1,,Debit Card,Male,2,3,Mobile,3,Divorced
50656,1,0,Computer,1,30,COD,Male,3,4,Fashion,5,Single
50657,0,0,Phone,1,6,Credit Card,Male,2,4,Mobile Phone,5,Divorced
50658,0,3,Mobile Phone,1,26,UPI,Male,2,3,Laptop & Accessory,5,Divorced
50659,0,14,Phone,1,13,COD,Female,2,1,Mobile,3,Divorced
50660,0,11,Mobile Phone,1,23,Debit Card,Female,3,4,Fashion,3,Divorced
50661,0,13,Mobile Phone,1,26,Cash on Delivery,Male,3,3,Fashion,2,Divorced
50662,0,0,Computer,1,14,Debit Card,Male,2,5,Mobile Phone,3,Divorced
50663,0,28,Computer,1,8,Debit Card,Male,3,3,Fashion,4,Divorced
50664,0,1,Phone,1,16,UPI,Female,2,3,Laptop & Accessory,3,Single
50665,1,7,Mobile Phone,2,6,Credit Card,Male,3,4,Fashion,5,Divorced
50666,0,6,Mobile Phone,1,11,Debit Card,Male,2,4,Fashion,2,Married
50667,1,0,Mobile Phone,3,10,Cash on Delivery,Male,2,3,Fashion,5,Single
50668,1,0,Computer,1,35,Credit Card,Female,2,4,Laptop & Accessory,3,Single
50669,0,,Phone,1,21,Debit Card,Male,2,3,Mobile,3,Married
